,Square/Suffix/,Premise Address,Owner Name,Neighborhood,Sub-Neighborhood,Use Code,Sale Price,Recordation Date,2020 Total Assessment,new_adress,location,point,latitude,longitude,altitude
791,5869 0049,BOWEN RD SE,8004 GARLAND LLC,BARRY FARMS,,91.0,110040.0,2016-02-25 00:00:00,60530,"BOWEN RD SE, DC, United States","Bowen Road Southeast, Benning Ridge, Boulevard Heights, Coral Hills, Washington, District of Columbia, 20019, United States of America","(38.873376, -76.935705, 0.0)",38.873376,-76.935705,0.0
792,5869 0050,BOWEN RD SE,8004 GARLAND LLC,BARRY FARMS,,91.0,110040.0,2016-02-25 00:00:00,60530,"BOWEN RD SE, DC, United States","Bowen Road Southeast, Benning Ridge, Boulevard Heights, Coral Hills, Washington, District of Columbia, 20019, United States of America","(38.873376, -76.935705, 0.0)",38.873376,-76.935705,0.0
793,5869 0068,2607 - 2637 BOWEN RD SE,OXFORD MANOR LP CPDC SUITE 250,BARRY FARMS,,21.0,8000000.0,2004-01-23 00:00:00,12225580,"2607 - 2637 BOWEN RD SE, DC, United States",,,,,
794,5869 0069,2442 - 2452 MARTIN LUTHER KING JR AV SE,BETHLEHEM BAPTIST CHURCH,BARRY FARMS,,191.0,280000.0,2002-12-30 00:00:00,718930,"2442 - 2452 MARTIN LUTHER KING JR AV SE, DC, United States",,,,,
795,5869 0071,1249 TALBERT ST SE,JEFFERY W EPPERSON,BARRY FARMS,,12.0,325000.0,2006-03-20 00:00:00,343510,"1249 TALBERT ST SE, DC, United States","1249, Talbert Street Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86140805, -76.99100915, 0.0)",38.86140805,-76.99100915,0.0
796,5869 0072,1415 HOWARD RD SE,TAYLOR L PAUL,BARRY FARMS,,12.0,0.0,2020-04-01 00:00:00,451790,"1415 HOWARD RD SE, DC, United States","1415, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85937625, -76.98913400414473, 0.0)",38.85937625,-76.98913400414473,0.0
797,5869 0073,1413 HOWARD RD SE,YOLANDA FORTUNE,BARRY FARMS,,12.0,0.0,2005-05-27 00:00:00,456600,"1413 HOWARD RD SE, DC, United States","1413, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8592907, -76.98927940483365, 0.0)",38.8592907,-76.98927940483365,0.0
798,5869 0078,1407 HOWARD RD SE,VALAIRE BYNUM,BARRY FARMS,,23.0,0.0,2015-06-09 00:00:00,318450,"1407 HOWARD RD SE, DC, United States","1407, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85963, -76.989409, 0.0)",38.85963,-76.989409,0.0
799,5869 0079,1405 HOWARD RD SE,JJHOMES LLC,BARRY FARMS,,23.0,356750.0,2019-06-19 00:00:00,298590,"1405 HOWARD RD SE, DC, United States","1405, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.859786, -76.989655, 0.0)",38.859786,-76.989655,0.0
800,5869 0080,1403 HOWARD RD SE,JOHN POSTON,BARRY FARMS,,23.0,0.0,2014-03-12 00:00:00,316770,"1403 HOWARD RD SE, DC, United States","1403, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8598123, -76.9897529110215, 0.0)",38.8598123,-76.9897529110215,0.0
801,5869 0081,1401 HOWARD RD SE,SAMANTHA L WEBB,BARRY FARMS,,23.0,0.0,2015-06-12 00:00:00,315460,"1401 HOWARD RD SE, DC, United States","1401, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86014, -76.990213, 0.0)",38.86014,-76.990213,0.0
802,5869 0083,2620 BOWEN RD SE,2620 BOWEN LLC,BARRY FARMS,,22.0,695000.0,2015-12-23 00:00:00,4383590,"2620 BOWEN RD SE, DC, United States","2620, Bowen Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85939488270538, -76.99199386471142, 0.0)",38.85939488270538,-76.99199386471142,0.0
803,5869 0084,2610 STANTON RD SE,STANTON ROAD SE LLC,BARRY FARMS,,91.0,0.0,,62330,"2610 STANTON RD SE, DC, United States","2610, Stanton Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.858515, -76.991652, 0.0)",38.858515,-76.991652,0.0
804,5869 0807,2500 MARTIN LUTHER KING JR AV SE,ORGANIZING NEIGHBORHOOD EQUITY,BARRY FARMS,,89.0,1200000.0,2017-12-22 00:00:00,1114380,"2500 MARTIN LUTHER KING JR AV SE, DC, United States",,,,,
805,5869 0886,SE,LAWRENCE AGBU,BARRY FARMS,,91.0,1000.0,2007-01-22 00:00:00,230990,"SE, DC, United States","Southeast, Washington, District of Columbia, 20003, United States of America","(38.8806677, -76.9899756, 0.0)",38.8806677,-76.9899756,0.0
806,5869 0890,MARTIN LUTHER KING JR AV SE,BETHLEHEM BAPTIST CHURCH,BARRY FARMS,,191.0,0.0,,78740,"MARTIN LUTHER KING JR AV SE, DC, United States",,,,,
807,5869 0909,MARTIN LUTHER KING JR AV SE,BETHLEHEM BAPTIST CHURCH,BARRY FARMS,,91.0,0.0,,127510,"MARTIN LUTHER KING JR AV SE, DC, United States",,,,,
808,5869 0938,2504 SHERIDAN RD SE,LOUISE S BALL,BARRY FARMS,,191.0,0.0,9999-12-31 00:00:00,251750,"2504 SHERIDAN RD SE, DC, United States","2504, Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.861283117885485, -76.99363125047229, 0.0)",38.861283117885485,-76.99363125047229,0.0
809,5869 0940,2510 SHERIDAN RD SE,2512 SHERIDAN RD LLC,BARRY FARMS,,191.0,450000.0,2017-06-12 00:00:00,420770,"2510 SHERIDAN RD SE, DC, United States","2510, Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8611450275557, -76.99361026656499, 0.0)",38.8611450275557,-76.99361026656499,0.0
810,5869 0959,2608 BOWEN RD SE,2608 BOWEN RD SE LLC,BARRY FARMS,,23.0,399999.0,2019-04-05 00:00:00,229270,"2608 BOWEN RD SE, DC, United States","2608, Bowen Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8593355, -76.99249806402781, 0.0)",38.8593355,-76.99249806402781,0.0
811,5869 0960,2610 BOWEN RD SE,SALEM A KASSA,BARRY FARMS,,23.0,290000.0,2015-01-06 00:00:00,376420,"2610 BOWEN RD SE, DC, United States","2610, Bowen Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.859397599999994, -76.99233434688696, 0.0)",38.859397599999994,-76.99233434688696,0.0
812,5869 0961,2612 BOWEN RD SE,FRANK B SMITH,BARRY FARMS,,23.0,130000.0,2004-01-08 00:00:00,258220,"2612 BOWEN RD SE, DC, United States","2612, Bowen Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.859410600000004, -76.9922704286857, 0.0)",38.859410600000004,-76.9922704286857,0.0
813,5869 0966,BOWEN RD SE,THE UNIT OWNERS ASSOC OF DORSEY R MOORE CONDOMINIUM INC,BARRY FARMS,,91.0,0.0,2002-07-25 00:00:00,43480,"BOWEN RD SE, DC, United States","Bowen Road Southeast, Benning Ridge, Boulevard Heights, Coral Hills, Washington, District of Columbia, 20019, United States of America","(38.873376, -76.935705, 0.0)",38.873376,-76.935705,0.0
814,5869 0967,BOWEN RD SE,THE UNIT OWNERS ASSOC OF DORSEY R MOORE CONDOMINIUM INC,BARRY FARMS,,91.0,0.0,2002-07-25 00:00:00,43870,"BOWEN RD SE, DC, United States","Bowen Road Southeast, Benning Ridge, Boulevard Heights, Coral Hills, Washington, District of Columbia, 20019, United States of America","(38.873376, -76.935705, 0.0)",38.873376,-76.935705,0.0
815,5869 0969,BOWEN RD SE,NATCO DEVELOPERS INC,BARRY FARMS,,193.0,0.0,,44890,"BOWEN RD SE, DC, United States","Bowen Road Southeast, Benning Ridge, Boulevard Heights, Coral Hills, Washington, District of Columbia, 20019, United States of America","(38.873376, -76.935705, 0.0)",38.873376,-76.935705,0.0
816,5869 0976,2649 BOWEN RD SE,BROTHERS LLC SUITE 234,BARRY FARMS,,12.0,82000.0,2003-09-26 00:00:00,347950,"2649 BOWEN RD SE, DC, United States","2649, Bowen Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86009005, -76.99015270837612, 0.0)",38.86009005,-76.99015270837612,0.0
817,5869 1016,MARTIN LUTHER KING JR AV SE,CORA W WILKINSON CARE MRS GLADYS FAIRLEY,BARRY FARMS,,191.0,0.0,,7550,"MARTIN LUTHER KING JR AV SE, DC, United States",,,,,
818,5869 1022,HOWARD RD SE,NATCO DEVELOPERS INC SUITE 214,BARRY FARMS,,193.0,0.0,,2300,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
819,5869 1026,HOWARD RD SE,2512 SHERIDAN ROAD LLC,BARRY FARMS,,91.0,550000.0,2012-04-26 00:00:00,69700,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
820,5869 1028,HOWARD RD SE,ALVIN E GOINS JR,BARRY FARMS,,93.0,0.0,,45450,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
821,5869 1030,HOWARD RD SE,ALVIN E GOINS JR,BARRY FARMS,,93.0,0.0,,7940,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
822,5869 1032,HOWARD RD SE,ALVIN E GOINS JR,BARRY FARMS,,93.0,0.0,,7960,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
823,5869 1034,HOWARD RD SE,ALVIN E GOINS JR SHADRACH O BRIGHT,BARRY FARMS,,93.0,0.0,,35370,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
824,5869 1036,HOWARD RD SE,ALVIN E GOINS JR,BARRY FARMS,,93.0,0.0,,70740,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
825,5869 1038,HOWARD RD SE,THE UNIT OWNERS ASSOC OF DORSEY R MOORE CONDOMINIUM INC,BARRY FARMS,,91.0,0.0,2002-07-25 00:00:00,43910,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
826,5869 1052,1321 TALBERT TR SE,JESSE DAVIS,BARRY FARMS,,11.0,0.0,2014-11-06 00:00:00,223790,"1321 TALBERT TR SE, DC, United States",,,,,
827,5869 1053,1323 TALBERT TR SE,71 FLORIDA AVE LLC XV,BARRY FARMS,,11.0,197000.0,2019-03-19 00:00:00,311680,"1323 TALBERT TR SE, DC, United States",,,,,
828,5869 1054,1325 TALBERT TR SE,CIENA N BAYARD,BARRY FARMS,,11.0,239000.0,2008-01-11 00:00:00,258780,"1325 TALBERT TR SE, DC, United States",,,,,
829,5869 1055,1327 TALBERT ST SE,TESFAYE NEGUSSIE,BARRY FARMS,,11.0,325000.0,2018-08-14 00:00:00,313910,"1327 TALBERT ST SE, DC, United States","Talbert Street Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.862765, -76.992245, 0.0)",38.862765,-76.992245,0.0
830,5869 1056,1329 TALBERT TR SE,MARTINA C WASHINGTON,BARRY FARMS,,11.0,0.0,,199240,"1329 TALBERT TR SE, DC, United States",,,,,
831,5869 1057,1331 TALBERT TR SE,ROBERT H BECTON,BARRY FARMS,,11.0,0.0,1998-08-13 00:00:00,188470,"1331 TALBERT TR SE, DC, United States",,,,,
832,5869 1058,1333 TALBERT TR SE,MICHELLE LEWIS,BARRY FARMS,,11.0,140000.0,2004-06-14 00:00:00,208150,"1333 TALBERT TR SE, DC, United States",,,,,
833,5869 1059,1335 TALBERT TR SE,KAMILLE MORGAN,BARRY FARMS,,11.0,365900.0,2019-08-22 00:00:00,348400,"1335 TALBERT TR SE, DC, United States",,,,,
834,5869 1060,1337 TALBERT TR SE,JOHN P FER,BARRY FARMS,,11.0,205000.0,2008-09-12 00:00:00,188390,"1337 TALBERT TR SE, DC, United States",,,,,
835,5869 1061,1339 TALBERT TR SE,SHEILAH SULLIVAN,BARRY FARMS,,11.0,0.0,2016-11-22 00:00:00,192250,"1339 TALBERT TR SE, DC, United States",,,,,
836,5869 1062,1341 TALBERT TR SE,LEROY WILSON JR,BARRY FARMS,,11.0,195000.0,2013-11-08 00:00:00,241230,"1341 TALBERT TR SE, DC, United States",,,,,
837,5869 1063,1343 TALBERT TR SE,MILBURN P WALKER,BARRY FARMS,,11.0,0.0,,191900,"1343 TALBERT TR SE, DC, United States",,,,,
838,5869 1064,1345 TALBERT TR SE,NATALIA V BOVKUN,BARRY FARMS,,11.0,323000.0,2017-01-10 00:00:00,315990,"1345 TALBERT TR SE, DC, United States",,,,,
839,5869 1065,1347 TALBERT TR SE,ANNE-MARIE REIDY,BARRY FARMS,,11.0,169950.0,2012-09-14 00:00:00,247290,"1347 TALBERT TR SE, DC, United States",,,,,
840,5869 1066,1349 TALBERT TR SE,MARNE PIKE,BARRY FARMS,,11.0,311537.0,2018-06-14 00:00:00,275730,"1349 TALBERT TR SE, DC, United States",,,,,
841,5869 1067,1351 TALBERT TR SE,VERNELL E MCCRIMMON,BARRY FARMS,,11.0,0.0,,190860,"1351 TALBERT TR SE, DC, United States",,,,,
842,5869 1068,1353 TALBERT TR SE,TLC PROPERTY HOLDINGS LLC,BARRY FARMS,,11.0,55000.0,2010-07-08 00:00:00,230540,"1353 TALBERT TR SE, DC, United States",,,,,
843,5869 1069,1355 TALBERT TR SE,NATHAN L JAMES,BARRY FARMS,,11.0,0.0,1998-05-15 00:00:00,194260,"1355 TALBERT TR SE, DC, United States",,,,,
844,5869 1070,1357 TALBERT TR SE,JAMES E DAVIS,BARRY FARMS,,11.0,93500.0,2001-05-10 00:00:00,203770,"1357 TALBERT TR SE, DC, United States",,,,,
845,5869 1071,1361 TALBERT TR SE,WILHELMINA S JENKINS,BARRY FARMS,,11.0,0.0,,208080,"1361 TALBERT TR SE, DC, United States",,,,,
846,5869 1072,1363 TALBERT TR SE,BERNADETTE A LABAS,BARRY FARMS,,11.0,0.0,2014-01-22 00:00:00,228500,"1363 TALBERT TR SE, DC, United States",,,,,
847,5869 1073,1365 TALBERT TR SE,AUBORN T FINNEY,BARRY FARMS,,11.0,292500.0,2018-03-20 00:00:00,265700,"1365 TALBERT TR SE, DC, United States",,,,,
848,5869 1074,1367 TALBERT TR SE,SABRINA LAMOND,BARRY FARMS,,11.0,202000.0,2009-11-05 00:00:00,251580,"1367 TALBERT TR SE, DC, United States",,,,,
849,5869 1081,HOWARD RD SE,ALVIN E GOINS JR,BARRY FARMS,,93.0,0.0,,32670,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
850,5869 1082,HOWARD RD SE,ALVIN E GOINS JR,BARRY FARMS,,93.0,0.0,,31140,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
851,5869 1083,HOWARD RD SE,ALVIN E GOINS JR,BARRY FARMS,,93.0,0.0,,31500,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
852,5869 1084,HOWARD RD SE,ALVIN E GOINS JR,BARRY FARMS,,93.0,0.0,,30000,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
853,5869 1094,HOWARD RD SE,ALI I TANGOREN TRUSTEE,BARRY FARMS,,91.0,650000.0,2015-04-17 00:00:00,44600,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
854,5869 1095,1341 HOWARD RD SE,HOWARD HILL LIMITED PARTNERSHIP EDGEWOOD MGMT CORP,BARRY FARMS,,21.0,1146132.0,2004-12-29 00:00:00,489820,"1341 HOWARD RD SE, DC, United States","1341, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86017215, -76.99203649499607, 0.0)",38.86017215,-76.99203649499607,0.0
855,5869 1096,1345 HOWARD RD SE,HOWARD HILL LIMITED PARTNERSHIP EDGEWOOD MGMT CORP,BARRY FARMS,,21.0,1146132.0,2004-12-29 00:00:00,498380,"1345 HOWARD RD SE, DC, United States","1345, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8600574, -76.99183442349334, 0.0)",38.8600574,-76.99183442349334,0.0
856,5869 1097,1349 HOWARD RD SE,HOWARD HILL LIMITED PARTNERSHIP EDGEWOOD MGMT CORP,BARRY FARMS,,21.0,1146132.0,2004-12-29 00:00:00,489820,"1349 HOWARD RD SE, DC, United States","1349, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85988535, -76.9915799097561, 0.0)",38.85988535,-76.9915799097561,0.0
857,5869 1098,1351 HOWARD RD SE,HOWARD HILL LIMITED PARTNERSHIP EDGEWOOD MGMT CORP,BARRY FARMS,,21.0,1146132.0,2004-12-29 00:00:00,489820,"1351 HOWARD RD SE, DC, United States","1351, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.859716399999996, -76.99131346391965, 0.0)",38.859716399999996,-76.99131346391965,0.0
858,5869 1099,2514 SHERIDAN RD SE,2512 SHERIDAN RD LLC,BARRY FARMS,,191.0,350000.0,2012-04-26 00:00:00,292080,"2514 SHERIDAN RD SE, DC, United States","2514, Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86105261425745, -76.9935973443665, 0.0)",38.86105261425745,-76.9935973443665,0.0
859,5869 1102,2605 BOWEN RD SE,2605 BOWEN ROAD SE LLC,BARRY FARMS,,21.0,287610.0,2013-07-16 00:00:00,1407140,"2605 BOWEN RD SE, DC, United States","2605, Bowen Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85902, -76.99243923769595, 0.0)",38.85902,-76.99243923769595,0.0
860,5869 1103,TALBERT TR SE,RUPSHA 2011 LLC,BARRY FARMS,,94.0,0.0,2019-08-08 00:00:00,204190,"TALBERT TR SE, DC, United States",,,,,
861,5869 1105,2458 MARTIN LUTHER KING JR AV SE,BETHLEHEM BAPTIST CHURCH TRUSTEES,BARRY FARMS,,81.0,0.0,,5594100,"2458 MARTIN LUTHER KING JR AV SE, DC, United States",,,,,
862,5869 1106,2512 SHERIDAN RD SE,2512 SHERIDAN RD LLC,BARRY FARMS,,24.0,550000.0,2012-04-26 00:00:00,329860,"2512 SHERIDAN RD SE, DC, United States","2512, Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86089335, -76.99341335543164, 0.0)",38.86089335,-76.99341335543164,0.0
863,5869 1114,SHERIDAN RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,93.0,0.0,,100,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
864,5869 1123,SHERIDAN RD SE,TOWNES AT SHERIDAN STATION COMMUNITY ASSOCIATION INC WILLIAM C SMITH & CO INC,BARRY FARMS,,93.0,0.0,2011-08-30 00:00:00,100,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
865,5869 1124,SAYLES PL SE,TOWNES AT SHERIDAN STATION COMMUNITY ASSOCIATION INC WILLIAM C SMITH & CO INC,BARRY FARMS,,93.0,0.0,2011-08-30 00:00:00,100,"SAYLES PL SE, DC, United States","Sayles Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860442, -76.992755, 0.0)",38.860442,-76.992755,0.0
866,5869 1125,2510 BOWEN RD SE,WENDY L GLOVER,BARRY FARMS,,11.0,309000.0,2012-05-02 00:00:00,510780,"2510 BOWEN RD SE, DC, United States","2510, Bowen Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85910254665082, -76.99321533018436, 0.0)",38.85910254665082,-76.99321533018436,0.0
867,5869 1126,2508 BOWEN RD SE,YANINA I SHTEYNBERG,BARRY FARMS,,11.0,298900.0,2012-11-02 00:00:00,455000,"2508 BOWEN RD SE, DC, United States","2508, Bowen Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85910123732065, -76.99322106414749, 0.0)",38.85910123732065,-76.99322106414749,0.0
868,5869 1127,2506 BOWEN RD SE,JERINA DICKENS,BARRY FARMS,,11.0,298900.0,2012-12-21 00:00:00,455760,"2506 BOWEN RD SE, DC, United States","2506, Bowen Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85909992799049, -76.99322679811061, 0.0)",38.85909992799049,-76.99322679811061,0.0
869,5869 1128,2504 BOWEN RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,11.0,0.0,,387710,"2504 BOWEN RD SE, DC, United States","2504, Bowen Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.859098618660326, -76.99323253207375, 0.0)",38.859098618660326,-76.99323253207375,0.0
870,5869 1129,2500 BOWEN RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,23.0,0.0,,1214550,"2500 BOWEN RD SE, DC, United States","2500, Bowen Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.859096, -76.993244, 0.0)",38.859096,-76.993244,0.0
871,5869 1130,2536 SHERIDAN RD SE,TISA K HARVIN,BARRY FARMS,,11.0,279900.0,2012-11-29 00:00:00,446340,"2536 SHERIDAN RD SE, DC, United States","2536, Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86054647109424, -76.99351249492494, 0.0)",38.86054647109424,-76.99351249492494,0.0
872,5869 1131,2534 SHERIDAN RD SE,TIFFANY D PARKER,BARRY FARMS,,11.0,279900.0,2013-02-28 00:00:00,446340,"2534 SHERIDAN RD SE, DC, United States","2534, Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8605924243902, -76.99352056306087, 0.0)",38.8605924243902,-76.99352056306087,0.0
873,5869 1132,2532 SHERIDAN RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,23.0,0.0,,1218320,"2532 SHERIDAN RD SE, DC, United States","2532, Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86063837768615, -76.99352863119681, 0.0)",38.86063837768615,-76.99352863119681,0.0
874,5869 1133,2530 SHERIDAN RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,11.0,0.0,,389790,"2530 SHERIDAN RD SE, DC, United States","2530, Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86068433098211, -76.99353669933274, 0.0)",38.86068433098211,-76.99353669933274,0.0
875,5869 1134,2528 SHERIDAN RD SE,ANNA K SZCZEPANSKA,BARRY FARMS,,11.0,298900.0,2012-09-18 00:00:00,457500,"2528 SHERIDAN RD SE, DC, United States","2528, Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86073028427807, -76.99354476746868, 0.0)",38.86073028427807,-76.99354476746868,0.0
876,5869 1135,2526 SHERIDAN RD SE,AARON D RODGERS,BARRY FARMS,,11.0,298900.0,2012-08-07 00:00:00,457500,"2526 SHERIDAN RD SE, DC, United States","2526, Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86077630464873, -76.9935524397593, 0.0)",38.86077630464873,-76.9935524397593,0.0
877,5869 1136,2524 SHERIDAN RD SE,KELLY A BATTS,BARRY FARMS,,11.0,415000.0,2016-11-03 00:00:00,516550,"2524 SHERIDAN RD SE, DC, United States","2524, Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86082235068021, -76.99355996061111, 0.0)",38.86082235068021,-76.99355996061111,0.0
878,5869 1137,2516 SHERIDAN RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,22.0,0.0,,30755770,"2516 SHERIDAN RD SE, DC, United States","Sheridan Station, 2516, Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860150399999995, -76.99330963172835, 0.0)",38.860150399999995,-76.99330963172835,0.0
879,5869 1143,HOWARD RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,91.0,0.0,,497640,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
880,5869 2001,2639 BOWEN RD SE Unit: A,DONNA M BELL,BARRY FARMS,,16.0,0.0,,73030,"2639 BOWEN RD SE Unit: A, DC, United States",,,,,
881,5869 2002,2639 BOWEN RD SE Unit: B,PORTIA OBENG,BARRY FARMS,,16.0,269000.0,2019-03-20 00:00:00,114280,"2639 BOWEN RD SE Unit: B, DC, United States",,,,,
